question_id,question,sub_question,column_name,question_format,system_prompt_id,model_answer,categories,model_distribution,true_distribution,kl_divergence,cross_entropy,expected_text,subpopulation
69,"Listed below are various types of political systems. Please think about each one as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?",Having the army rule,Q237,matrix_single_select,values_reflection,Very bad,"['Very good', 'Fairly good', 'Fairly bad', 'Very bad']","[0.0016196140302866579, 0.12899123525541534, 0.12899123525541534, 0.7403979154588827]","[0.0, 0.003616636528028933, 0.09041591320072333, 0.9059674502712477]",0.1377848328421741,0.4648840633734624,Very bad,cluster_0
69,"Listed below are various types of political systems. Please think about each one as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?",Having the army rule,Q237,matrix_single_select,ai_opinion_simulator,Very bad,"['Very good', 'Fairly good', 'Fairly bad', 'Very bad']","[0.001816981813393888, 0.028481518802981554, 0.028481518802981554, 0.9412199805806429]","[0.0, 0.003616636528028933, 0.09041591320072333, 0.9059674502712477]",0.0623976376994273,0.3894968682422145,Very bad,cluster_0
69,"Listed below are various types of political systems. Please think about each one as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?",Having the army rule,Q237,matrix_single_select,civic_participant,Very bad,"['Very good', 'Fairly good', 'Fairly bad', 'Very bad']","[0.0012619500212058894, 0.1289958636251101, 0.1289958636251101, 0.7407463227285738]","[0.0, 0.003616636528028933, 0.09041591320072333, 0.9059674502712477]",0.13735524026635,0.4644544707726852,Very bad,cluster_0
2,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important?",Feeling of responsibility,Q10,matrix_multi_select,ai_research_assistant,Important,"['Important', 'Not mentioned']","[0.9998765560255206, 0.00012344397447932502]","[0.5544147843942505, 0.4455852156057495]",3.322998527284125,4.010212024806466,Important,cluster_1
2,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important?",Feeling of responsibility,Q10,matrix_multi_select,survey_respondent,Important,"['Important', 'Not mentioned']","[0.9984986002376668, 0.0015013997623332738]","[0.5544147843942505, 0.4455852156057495]",2.2105282788871943,2.897741776409536,Important,cluster_1
2,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important?",Feeling of responsibility,Q10,matrix_multi_select,values_reflection,Important,"['Important', 'Not mentioned']","[0.9978168956537871, 0.0021831043462128873]","[0.5544147843942505, 0.4455852156057495]",2.0441020856126646,2.731315583135006,Important,cluster_1
2,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important?",Feeling of responsibility,Q10,matrix_multi_select,ai_opinion_simulator,Important,"['Important', 'Not mentioned']","[0.9997694666142993, 0.00023053338570057602]","[0.5544147843942505, 0.4455852156057495]",3.044741691470476,3.731955188992817,Important,cluster_1
2,"Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important?",Feeling of responsibility,Q10,matrix_multi_select,civic_participant,Important,"['Important', 'Not mentioned']","[0.9997694795787517, 0.0002305204212482339]","[0.5544147843942505, 0.4455852156057495]",3.0447667432577936,3.731980240780135,Important,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",One of my main goals in life has been to make my parents proud,Q27,matrix_likert,ai_research_assistant,Agree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.1634350241550057, 0.8299915503786051, 0.0035927016608949414, 0.0021790837085332825, 0.0008016400969610182]","[0.1328976034858388, 0.5315904139433552, 0.2222222222222222, 0.032679738562091505, 0.08061002178649238]",1.112444227999975,2.365580940401526,Agree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",One of my main goals in life has been to make my parents proud,Q27,matrix_likert,survey_respondent,Agree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.1616798879698691, 0.8210782577003836, 0.008569758226224355, 0.002782193152808252, 0.0058899029507147385]","[0.1328976034858388, 0.5315904139433552, 0.2222222222222222, 0.032679738562091505, 0.08061002178649238]",0.7576850087789488,2.0108217211805,Agree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",One of my main goals in life has been to make my parents proud,Q27,matrix_likert,values_reflection,Agree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.12254063552015329, 0.7051727006073925, 0.06839705685229339, 0.004372476514920937, 0.09951713050523989]","[0.1328976034858388, 0.5315904139433552, 0.2222222222222222, 0.032679738562091505, 0.08061002178649238]",0.1711745201382677,1.4243112325398186,Agree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",One of my main goals in life has been to make my parents proud,Q27,matrix_likert,ai_opinion_simulator,Agree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.14765131260415196, 0.8496746259664728, 0.0015020254094029353, 0.0010323259603542583, 0.00013971005961808808]","[0.1328976034858388, 0.5315904139433552, 0.2222222222222222, 0.032679738562091505, 0.08061002178649238]",1.4725276644766034,2.725664376878154,Agree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",One of my main goals in life has been to make my parents proud,Q27,matrix_likert,civic_participant,Agree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.22891785577539303, 0.7051166363775535, 0.019575266313559582, 0.004949402422490675, 0.041440839111003165]","[0.1328976034858388, 0.5315904139433552, 0.2222222222222222, 0.032679738562091505, 0.08061002178649238]",0.4327495474860185,1.6858862598875697,Agree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",Men make better political leaders than women do,Q29,matrix_likert,ai_research_assistant,Strongly disagree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.011909485895129832, 0.011909485895129832, 0.2392084471986803, 0.736379642622573, 0.0005929383884869402]","[0.02795698924731183, 0.07096774193548387, 0.567741935483871, 0.23870967741935484, 0.09462365591397849]",0.8523229662716999,2.026528434990037,Disagree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",Men make better political leaders than women do,Q29,matrix_likert,survey_respondent,Strongly disagree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.029187061697510498, 0.029187061697510498, 0.2769191312254776, 0.6641009872394907, 0.0006057581400106531]","[0.02795698924731183, 0.07096774193548387, 0.567741935483871, 0.23870967741935484, 0.09462365591397849]",0.7031733957038244,1.8773788644221616,Disagree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",Men make better political leaders than women do,Q29,matrix_likert,values_reflection,Strongly disagree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.023997268594086327, 0.023997268594086327, 0.5461752831780038, 0.37501707682793434, 0.03081310280588935]","[0.02795698924731183, 0.07096774193548387, 0.567741935483871, 0.23870967741935484, 0.09462365591397849]",0.1015399324438683,1.2757454011622056,Disagree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",Men make better political leaders than women do,Q29,matrix_likert,ai_opinion_simulator,Strongly disagree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.04135603801455894, 0.04135603801455894, 0.6469173174095136, 0.26961314412263204, 0.0007574624387365218]","[0.02795698924731183, 0.07096774193548387, 0.567741935483871, 0.23870967741935484, 0.09462365591397849]",0.3810099519073779,1.5552154206257152,Disagree,cluster_1
4,"People talk about the changing roles of men and women today. For each of the following statements, please indicate how much you agree or disagree.",Men make better political leaders than women do,Q29,matrix_likert,civic_participant,Disagree,"['Agree strongly', 'Agree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.020845142420610144, 0.020845142420610144, 0.4740299100418496, 0.47443325470271075, 0.009846550414219385]","[0.02795698924731183, 0.07096774193548387, 0.567741935483871, 0.23870967741935484, 0.09462365591397849]",0.2477181729992411,1.4219236417175782,Disagree,cluster_1
6,How much do you agree or disagree with the following statements?,Homosexual couples are as good parents as other couples,Q36,matrix_likert,ai_research_assistant,Agree,"['Agree strongly', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.24091563025307486, 0.7420724055887085, 0.004571681845891303, 0.004571681845891303, 0.0075374291021946165, 0.0003311713642394144]","[0.13276231263383298, 0.291220556745182, 0.1841541755888651, 0.11777301927194861, 0.08565310492505353, 0.18843683083511778]",2.115329553027557,3.8311632928439368,Agree,cluster_1
6,How much do you agree or disagree with the following statements?,Homosexual couples are as good parents as other couples,Q36,matrix_likert,survey_respondent,Agree,"['Agree strongly', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.39506747521806473, 0.5748197846371732, 0.008449751547870336, 0.003991380010185563, 0.015786214170615417, 0.0018853944160907507]","[0.13276231263383298, 0.291220556745182, 0.1841541755888651, 0.11777301927194861, 0.08565310492505353, 0.18843683083511778]",1.6358485950756247,3.351682334892004,Agree,cluster_1
6,How much do you agree or disagree with the following statements?,Homosexual couples are as good parents as other couples,Q36,matrix_likert,values_reflection,Agree strongly,"['Agree strongly', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.8654879430206752, 0.11716762529241613, 0.0011525721975072744, 0.0019002702980478326, 0.012391318893305709, 0.0019002702980478326]","[0.13276231263383298, 0.291220556745182, 0.1841541755888651, 0.11777301927194861, 0.08565310492505353, 0.18843683083511778]",2.468427927017915,4.184261666834294,Agree,cluster_1
6,How much do you agree or disagree with the following statements?,Homosexual couples are as good parents as other couples,Q36,matrix_likert,ai_opinion_simulator,Agree,"['Agree strongly', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.05076391225008366, 0.7940811331656322, 0.08939122380801251, 0.047847674152537545, 0.015533861767417957, 0.0023821948563160825]","[0.13276231263383298, 0.291220556745182, 0.1841541755888651, 0.11777301927194861, 0.08565310492505353, 0.18843683083511778]",1.0445322764355696,2.760366016251949,Agree,cluster_1
6,How much do you agree or disagree with the following statements?,Homosexual couples are as good parents as other couples,Q36,matrix_likert,civic_participant,Agree strongly,"['Agree strongly', 'Agree', 'Neither agree nor disagree', 'Disagree', 'Strongly disagree', ""Don't know""]","[0.6400851011553997, 0.34263270492853065, 0.00313438928782838, 0.0013066078489828202, 0.010940093576715625, 0.0019011032025427587]","[0.13276231263383298, 0.291220556745182, 0.1841541755888651, 0.11777301927194861, 0.08565310492505353, 0.18843683083511778]",2.0664510025024554,3.7822847423188346,Agree,cluster_1
17,Here are some questions about how much you trust people from various groups. Please indicate how much you trust...,People of another nationality,Q63,matrix_single_select,ai_research_assistant,Trust somewhat,"['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all', ""Don't know""]","[0.001021176006979961, 0.9882690545820194, 0.0035699231370002215, 0.0035699231370002215, 0.0035699231370002215]","[0.027837259100642397, 0.49464668094218417, 0.20985010706638116, 0.0728051391862955, 0.1948608137044968]",1.6034790772149077,2.888450479172384,Trust somewhat,cluster_1
17,Here are some questions about how much you trust people from various groups. Please indicate how much you trust...,People of another nationality,Q63,matrix_single_select,survey_respondent,Trust somewhat,"['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all', ""Don't know""]","[0.00458301274803545, 0.9896553627294686, 0.0019205415074986677, 0.0019205415074986677, 0.0019205415074986677]","[0.027837259100642397, 0.49464668094218417, 0.20985010706638116, 0.0728051391862955, 0.1948608137044968]",1.857020601669477,3.1419920036269544,Trust somewhat,cluster_1
17,Here are some questions about how much you trust people from various groups. Please indicate how much you trust...,People of another nationality,Q63,matrix_single_select,values_reflection,Trust somewhat,"['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all', ""Don't know""]","[0.0031234833207895813, 0.981369278724489, 0.005169079318240443, 0.005169079318240443, 0.005169079318240443]","[0.027837259100642397, 0.49464668094218417, 0.20985010706638116, 0.0728051391862955, 0.1948608137044968]",1.3990699457313722,2.6840413476888494,Trust somewhat,cluster_1
17,Here are some questions about how much you trust people from various groups. Please indicate how much you trust...,People of another nationality,Q63,matrix_single_select,ai_opinion_simulator,Trust somewhat,"['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all', ""Don't know""]","[0.000781104323531996, 0.9706380339992421, 0.009526953892408603, 0.009526953892408603, 0.009526953892408603]","[0.027837259100642397, 0.49464668094218417, 0.20985010706638116, 0.0728051391862955, 0.1948608137044968]",1.151123140800277,2.436094542757754,Trust somewhat,cluster_1
17,Here are some questions about how much you trust people from various groups. Please indicate how much you trust...,People of another nationality,Q63,matrix_single_select,civic_participant,Trust somewhat,"['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all', ""Don't know""]","[0.0018885473163654809, 0.9782916282820783, 0.00660660813385212, 0.00660660813385212, 0.00660660813385212]","[0.027837259100642397, 0.49464668094218417, 0.20985010706638116, 0.0728051391862955, 0.1948608137044968]",1.297458817434716,2.582430219392193,Trust somewhat,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Trade unions,Q68,matrix_single_select,ai_research_assistant,Not very much,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.021623078027754136, 0.49213895817705827, 0.4339948506149881, 0.051871067660302195, 0.00037204551989727914]","[0.023758099352051837, 0.11447084233261338, 0.43628509719222464, 0.20302375809935205, 0.2224622030237581]",1.5369341696128624,2.8938422396491594,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Trade unions,Q68,matrix_single_select,survey_respondent,Not very much,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.04207431602831891, 0.3108894443964734, 0.5124131619870237, 0.12959801713712987, 0.005025060451054144]","[0.023758099352051837, 0.11447084233261338, 0.43628509719222464, 0.20302375809935205, 0.2224622030237581]",0.7362193669849462,2.093127437021244,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Trade unions,Q68,matrix_single_select,values_reflection,Not very much,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.032310911103125305, 0.2106935817999123, 0.5050770180904904, 0.1640883264938908, 0.0878301625125811]","[0.023758099352051837, 0.11447084233261338, 0.43628509719222464, 0.20302375809935205, 0.2224622030237581]",0.1089524154327201,1.4658604854690174,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Trade unions,Q68,matrix_single_select,ai_opinion_simulator,Not very much,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.0051795075909680955, 0.28279159997224895, 0.6781967131193045, 0.033774640185580476, 5.7539131897864313e-05]","[0.023758099352051837, 0.11447084233261338, 0.43628509719222464, 0.20302375809935205, 0.2224622030237581]",1.941893225379747,3.298801295416044,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Trade unions,Q68,matrix_single_select,civic_participant,None at all,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.012292101322104145, 0.1922808160648179, 0.5226734482702704, 0.2176642581960453, 0.055089376146762216]","[0.023758099352051837, 0.11447084233261338, 0.43628509719222464, 0.20302375809935205, 0.2224622030237581]",0.1738434373042212,1.5307515073405185,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,ai_research_assistant,Quite a lot,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.3947183237170381, 0.5735493214881937, 0.022268482688212528, 0.009282884668584176, 0.00018098743797148278]","[0.0815450643776824, 0.3583690987124464, 0.37339055793991416, 0.10515021459227468, 0.0815450643776824]",1.5091272858703586,2.890359418958339,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,survey_respondent,Quite a lot,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.5646455442910459, 0.38788401410980095, 0.028112046317228048, 0.017050817998660435, 0.0023075772832646434]","[0.0815450643776824, 0.3583690987124464, 0.37339055793991416, 0.10515021459227468, 0.0815450643776824]",1.261584909789368,2.6428170428773483,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,values_reflection,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.6189586552972425, 0.17752423885983754, 0.057633682161759285, 0.05086154599229762, 0.09502187768886308]","[0.0815450643776824, 0.3583690987124464, 0.37339055793991416, 0.10515021459227468, 0.0815450643776824]",0.8480396155155985,2.229271748603579,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,ai_opinion_simulator,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.27676060836725974, 0.6642984137677433, 0.04812161569157397, 0.010737381255870607, 8.198091755239299e-05]","[0.0815450643776824, 0.3583690987124464, 0.37339055793991416, 0.10515021459227468, 0.0815450643776824]",1.2469912631194062,2.628223396207386,Not very much,cluster_1
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,civic_participant,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.47563817575915146, 0.32709112587748956, 0.08270158805818391, 0.06440806154096237, 0.05016104876421274]","[0.0815450643776824, 0.3583690987124464, 0.37339055793991416, 0.10515021459227468, 0.0815450643776824]",0.5429304620585101,1.9241625951464905,Not very much,cluster_1
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,ai_research_assistant,A religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.437217175064051, 0.1253318132417353, 0.4374510116942136]","[0.4334862385321101, 0.49770642201834864, 0.06880733944954129]",0.5553751184645498,1.4491553594869402,Not a religious person,cluster_1
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,survey_respondent,Not a religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.34694975542454526, 0.3061004891509096, 0.34694975542454526]","[0.4334862385321101, 0.49770642201834864, 0.06880733944954129]",0.2271410212204526,1.1209212622428428,Not a religious person,cluster_1
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,values_reflection,Not a religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.22737517639420396, 0.545249647211592, 0.22737517639420396]","[0.4334862385321101, 0.49770642201834864, 0.06880733944954129]",0.1520585130432967,1.045838754065687,Not a religious person,cluster_1
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,ai_opinion_simulator,A religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.48919034963210717, 0.021498815356518177, 0.4893108350113746]","[0.4334862385321101, 0.49770642201834864, 0.06880733944954129]",1.3764164711457074,2.2701967121680977,Not a religious person,cluster_1
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,civic_participant,A religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.39435159852301194, 0.21115637709561993, 0.39449202438136816]","[0.4334862385321101, 0.49770642201834864, 0.06880733944954129]",0.3475969329589661,1.2413771739813564,Not a religious person,cluster_1
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,ai_research_assistant,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.3472107294286458, 0.23863421181750136, 0.1640107353349026, 0.06836985453098611, 0.0994775513612801, 0.032295632496206546, 0.022196441966416083, 0.01346282258916353, 0.010484856774791955, 0.003857163700106003]","[0.341645885286783, 0.06982543640897755, 0.08977556109725686, 0.06733167082294264, 0.1546134663341646, 0.057356608478802994, 0.05486284289276808, 0.059850374064837904, 0.0199501246882793, 0.08478802992518704]",0.3684506883345895,2.3870003819711245,1,cluster_1
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,survey_respondent,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.6122189344645208, 0.030480584129501463, 0.05694522808011387, 0.03913784473776888, 0.1205530487916136, 0.026899021083254218, 0.034539026754917844, 0.023738302788529574, 0.020948978683492613, 0.034539030486287176]","[0.341645885286783, 0.06982543640897755, 0.08977556109725686, 0.06733167082294264, 0.1546134663341646, 0.057356608478802994, 0.05486284289276808, 0.059850374064837904, 0.0199501246882793, 0.08478802992518704]",0.1737989526040187,2.192348646240554,1,cluster_1
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,values_reflection,5,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.15379269790729452, 0.003191866375875981, 0.02672516358923359, 0.014304952650742954, 0.536789292044916, 0.020813578331006517, 0.07264652654720898, 0.014304952650742954, 0.003616858446219885, 0.1538141114567585]","[0.341645885286783, 0.06982543640897755, 0.08977556109725686, 0.06733167082294264, 0.1546134663341646, 0.057356608478802994, 0.05486284289276808, 0.059850374064837904, 0.0199501246882793, 0.08478802992518704]",0.6207327799461151,2.63928247358265,1,cluster_1
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,ai_opinion_simulator,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.42005256314003375, 0.28869762317481307, 0.1545287021905876, 0.044273219707961865, 0.03448001817765306, 0.016287207325025498, 0.016287207325025498, 0.011194022975935814, 0.012684489818776179, 0.0015149461641876527]","[0.341645885286783, 0.06982543640897755, 0.08977556109725686, 0.06733167082294264, 0.1546134663341646, 0.057356608478802994, 0.05486284289276808, 0.059850374064837904, 0.0199501246882793, 0.08478802992518704]",0.6312446306502484,2.649794324286784,1,cluster_1
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,civic_participant,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.4680284232690383, 0.016015051006071007, 0.049329829945181584, 0.03390386324590516, 0.2838735714094496, 0.03841811019008665, 0.049329829945181584, 0.020563732541345758, 0.014133232907591971, 0.026404355540148423]","[0.341645885286783, 0.06982543640897755, 0.08977556109725686, 0.06733167082294264, 0.1546134663341646, 0.057356608478802994, 0.05486284289276808, 0.059850374064837904, 0.0199501246882793, 0.08478802992518704]",0.1998411846133684,2.218390878249904,1,cluster_1
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,ai_research_assistant,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[2.644211690593985e-05, 0.01993219433249497, 0.01993219433249497, 0.9601091692181041]","[0.11677282377919321, 0.23991507430997877, 0.2929936305732484, 0.3503184713375796]",2.011293912141465,3.331671835356247,Definitely should not have the right,cluster_1
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,survey_respondent,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[3.01043939562404e-05, 0.01767301565563836, 0.01767301565563836, 0.9646238642947671]","[0.11677282377919321, 0.23991507430997877, 0.2929936305732484, 0.3503184713375796]",2.058610994054931,3.378988917269713,Definitely should not have the right,cluster_1
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,values_reflection,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[1.595360595392965e-05, 0.022466409427282504, 0.022466409427282504, 0.9550512275394811]","[0.11677282377919321, 0.23991507430997877, 0.2929936305732484, 0.3503184713375796]",2.008365272805472,3.328743196020254,Definitely should not have the right,cluster_1
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,ai_opinion_simulator,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[1.8075898627811763e-05, 0.02246348036569281, 0.02246348036569281, 0.9550549633699866]","[0.11677282377919321, 0.23991507430997877, 0.2929936305732484, 0.3503184713375796]",1.993849089818729,3.3142270130335114,Definitely should not have the right,cluster_1
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,civic_participant,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[1.9272856857094932e-05, 0.050706097813615715, 0.050706097813615715, 0.8985685315159115]","[0.11677282377919321, 0.23991507430997877, 0.2929936305732484, 0.3503184713375796]",1.5738488720579231,2.894226795272705,Definitely should not have the right,cluster_1
58,How interested would you say you are in politics?,,Q199,single_select,ai_research_assistant,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.19609089053822193, 0.7754995565273404, 0.014204776467218797, 0.014204776467218797]","[0.11914893617021277, 0.43617021276595747, 0.32978723404255317, 0.1148936170212766]",0.9669491989715882,2.1967611020980407,Somewhat interested,cluster_1
58,How interested would you say you are in politics?,,Q199,single_select,survey_respondent,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.35847491407629584, 0.46025178116132043, 0.09063665238119185, 0.09063665238119185]","[0.11914893617021277, 0.43617021276595747, 0.32978723404255317, 0.1148936170212766]",0.2985153813030545,1.5283272844295075,Somewhat interested,cluster_1
58,How interested would you say you are in politics?,,Q199,single_select,values_reflection,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.12635344632376422, 0.2674342322888842, 0.3031061606936758, 0.3031061606936758]","[0.11914893617021277, 0.43617021276595747, 0.32978723404255317, 0.1148936170212766]",0.1227282109865932,1.3525401141130462,Somewhat interested,cluster_1
58,How interested would you say you are in politics?,,Q199,single_select,ai_opinion_simulator,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.07305885029791191, 0.8899968093435211, 0.018472170179283532, 0.018472170179283532]","[0.11914893617021277, 0.43617021276595747, 0.32978723404255317, 0.1148936170212766]",0.9077094068940164,2.1375213100204693,Somewhat interested,cluster_1
